ID,Sex,Date,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
8084,1,42096.9375,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Thursday,SOUTHERN,0,4TH ST / MARKET ST,-122.4058325,37.78574465
8085,1,42096.9375,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,NORTHERN,0,VANNESS AV / UNION ST,-122.4239859,37.79855258
8086,0,42096.9375,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,0,500 Block of SILVER AV,-122.4256315,37.72871405
8087,0,42096.93056,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,TARAVAL,0,1200 Block of LA PLAYA ST,-122.5092653,37.76307277
8088,0,42096.92917,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,MISSION,1,600 Block of SOUTH VAN NESS AV,-122.4173232,37.76275002
8089,0,42096.92847,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,INGLESIDE,0,0 Block of NIAGARA AV,-122.442512,37.71631009
8090,0,42096.92569,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,MISSION,0,0 Block of CAPP ST,-122.4185354,37.76538529
8091,0,42096.92569,ASSAULT,BATTERY,Thursday,MISSION,0,0 Block of CAPP ST,-122.4185354,37.76538529
8092,1,42096.91736,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,CENTRAL,0,1000 Block of COLUMBUS AV,-122.4157031,37.80418761
8093,0,42096.91736,NON-CRIMINAL,FIRE REPORT,Thursday,CENTRAL,0,1000 Block of COLUMBUS AV,-122.4157031,37.80418761
8094,0,42096.91667,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,0,100 Block of MINNA ST,-122.4008039,37.78644126
8095,0,42096.91667,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,NORTHERN,0,1800 Block of GREEN ST,-122.4295529,37.79683126
8096,1,42096.91667,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,MISSION,1,MISSION ST / 21ST ST,-122.4189042,37.75703611
8097,0,42096.91667,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,CENTRAL,0,KEARNY ST / COLUMBUS AV,-122.4052917,37.79690855
8098,1,42096.91667,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,0,BACON ST / CAMBRIDGE ST,-122.4174085,37.72401762
8099,1,42096.91667,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,RICHMOND,0,100 Block of WILLARDNORTH ST,-122.4566362,37.77663071
8100,1,42096.91667,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,BAYVIEW,0,2700 Block of SAN BRUNO AV,-122.4034087,37.72700532
8101,1,42096.91667,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,BAYVIEW,0,1300 Block of PALOU AV,-122.3862046,37.73137907
8102,1,42096.91667,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,MISSION,0,4300 Block of 19TH ST,-122.437591,37.75917919
8103,1,42096.91667,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,MISSION,0,4300 Block of 19TH ST,-122.437591,37.75917919
8104,0,42096.90139,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,TENDERLOIN,0,400 Block of ELLIS ST,-122.4136093,37.78469691
8105,1,42096.89583,VEHICLE THEFT,STOLEN TRUCK,Thursday,BAYVIEW,0,1400 Block of DEHARO ST,-122.4004104,37.7513801
8106,1,42096.89583,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,0,CLEMENT ST / 23RD AV,-122.482737,37.78211956
8107,1,42096.89583,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,RICHMOND,0,CLEMENT ST / 23RD AV,-122.482737,37.78211956
8108,1,42096.89583,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,0,ILLINOIS ST / 22ND ST,-122.3873163,37.75800217
8109,0,42096.89583,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Thursday,SOUTHERN,0,7TH ST / MISSION ST,-122.4109392,37.77921226
8110,0,42096.89583,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,BAYVIEW,0,1300 Block of REVERE AV,-122.385465,37.72906911
8111,1,42096.89583,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,BAYVIEW,0,1300 Block of REVERE AV,-122.385465,37.72906911
8112,1,42096.89583,ROBBERY,"ROBBERY, ARMED WITH A GUN",Thursday,SOUTHERN,0,MARKET ST / 6TH ST,-122.4102935,37.78223059
8113,1,42096.89583,NON-CRIMINAL,FOUND PROPERTY,Thursday,BAYVIEW,0,1300 Block of 3RD ST,-122.3894302,37.77155349
8114,0,42096.88819,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,MISSION,0,3200 Block of 20TH ST,-122.4141396,37.75887413
8115,0,42096.88542,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,0,800 Block of BRYANT ST,-122.4034048,37.77542071
8116,1,42096.88542,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,0,1400 Block of FILLMORE ST,-122.4326809,37.78282145
8117,1,42096.875,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,0,9TH AV / MARTIN LUTHER KING JR DR,-122.4664296,37.76647414
8118,0,42096.875,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,RICHMOND,0,9TH AV / MARTIN LUTHER KING JR DR,-122.4664296,37.76647414
8119,1,42096.875,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,PARK,0,0 Block of DOUGLASS ST,-122.4394804,37.76284925
8120,0,42096.875,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Thursday,SOUTHERN,0,1200 Block of MARKET ST,-122.4154442,37.77802457
8121,1,42096.875,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,0,3200 Block of PIERCE ST,-122.4393685,37.79993194
8122,0,42096.875,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,0,17TH ST / MISSOURI ST,-122.3967742,37.76512964
8123,0,42096.875,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,0,400 Block of 10TH ST,-122.4105412,37.77091306
8124,1,42096.875,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TARAVAL,0,3000 Block of IRVING ST,-122.4905328,37.76302597
8125,1,42096.87361,TRESPASS,TRESPASSING,Thursday,SOUTHERN,1,800 Block of BRYANT ST,-122.4034048,37.77542071
8126,1,42096.87361,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,SOUTHERN,1,800 Block of BRYANT ST,-122.4034048,37.77542071
8127,0,42096.87153,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,SOUTHERN,0,100 Block of 6TH ST,-122.4078771,37.7803875
8128,0,42096.86458,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,0,700 Block of MARKET ST,-122.4039191,37.7871161
8129,1,42096.86181,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,BAYVIEW,0,23RD ST / KANSAS ST,-122.4025611,37.75451295
8130,1,42096.85833,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,CENTRAL,1,KEARNY ST / SACRAMENTO ST,-122.4046174,37.79356548
8131,1,42096.85833,NON-CRIMINAL,LOST PROPERTY,Thursday,NORTHERN,0,HAYES ST / STEINER ST,-122.4328328,37.77562497
8132,0,42096.85625,WARRANTS,WARRANT ARREST,Thursday,MISSION,1,22ND ST / CAPP ST,-122.4176606,37.75550434
8133,0,42096.85417,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Thursday,BAYVIEW,0,300 Block of WILLIAMS AV,-122.3994437,37.73017602
8134,1,42096.85417,ASSAULT,THREATS AGAINST LIFE,Thursday,BAYVIEW,0,300 Block of WILLIAMS AV,-122.3994437,37.73017602
8135,0,42096.85417,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,PARK,0,100 Block of CARL ST,-122.452122,37.76557967
8136,0,42096.85417,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,NORTHERN,0,0 Block of SANCHEZ ST,-122.4312033,37.76844569
8137,0,42096.85069,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,0,BRANNAN ST / 2ND ST,-122.3920823,37.78184577
8138,1,42096.84375,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,0,200 Block of POST ST,-122.4060002,37.78854062
8139,0,42096.84375,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,TARAVAL,0,IRVING ST / FUNSTON AV,-122.4705953,37.76384716
8140,0,42096.84375,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,0,1300 Block of ELLIS ST,-122.4277712,37.78290641
8141,1,42096.84236,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,0,TURK ST / FILLMORE ST,-122.4321428,37.78049558
8142,0,42096.83333,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TENDERLOIN,0,LEAVENWORTH ST / OFARRELL ST,-122.4146197,37.78558306
8143,0,42096.83333,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,0,HARRISON ST / 2ND ST,-122.3951632,37.7843097
8144,1,42096.83333,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,BAYVIEW,0,LANE ST / SHAFTER AV,-122.39073,37.73103869
8145,1,42096.83333,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,0,BRANNAN ST / 9TH ST,-122.4070043,37.77004911
8146,0,42096.83333,NON-CRIMINAL,CASE CLOSURE,Thursday,TARAVAL,0,0 Block of LOBOS ST,-122.4542979,37.71486027
8147,0,42096.83333,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,RICHMOND,0,800 Block of 48TH AV,-122.5088201,37.77236253
8148,0,42096.83333,NON-CRIMINAL,LOST PROPERTY,Thursday,RICHMOND,0,48TH AV / GEARY BL,-122.5093676,37.77896292
8149,0,42096.83333,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,TARAVAL,0,1300 Block of 41ST AV,-122.5005624,37.76157691
8150,1,42096.83333,MISSING PERSON,FOUND PERSON,Thursday,TARAVAL,0,0 Block of LOBOS ST,-122.4542979,37.71486027
8151,0,42096.83333,MISSING PERSON,MISSING JUVENILE,Thursday,TARAVAL,0,0 Block of LOBOS ST,-122.4542979,37.71486027
8152,0,42096.83333,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,0,800 Block of BRYANT ST,-122.4034048,37.77542071
8153,0,42096.83333,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,TARAVAL,0,200 Block of WINSTON DR,-122.4779767,37.72693464
8154,0,42096.83333,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,CENTRAL,0,400 Block of CALIFORNIA ST,-122.4015481,37.79295092
8155,0,42096.82292,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,0,0 Block of BROADWAY ST,-122.3992957,37.7988592
8156,1,42096.82292,BURGLARY,"BURGLARY, VEHICLE, ATT. (ARREST MADE)",Thursday,BAYVIEW,1,1100 Block of SELBY ST,-122.3993538,37.74017741
8157,1,42096.82292,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,SOUTHERN,0,5TH ST / HARRISON ST,-122.4018464,37.77903241
8158,0,42096.82292,WARRANTS,WARRANT ARREST,Thursday,BAYVIEW,1,1100 Block of SELBY ST,-122.3993538,37.74017741
8159,0,42096.81389,LARCENY/THEFT,EMBEZZLEMENT FROM DEPENDENT OR ELDER ADULT BY CARETAKER,Thursday,TARAVAL,0,2700 Block of 41ST AV,-122.4988701,37.73544849
8160,0,42096.8125,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,0,800 Block of BRYANT ST,-122.4034048,37.77542071
8161,0,42096.8125,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,RICHMOND,0,10TH AV / LAKE ST,-122.4689773,37.78648156
8162,1,42096.8125,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,RICHMOND,0,10TH AV / LAKE ST,-122.4689773,37.78648156
8163,0,42096.8125,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,0,3RD ST / BRANNAN ST,-122.3943045,37.78009053
8164,0,42096.8125,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,0,WASHINGTON ST / BATTERY ST,-122.4004881,37.79587632
8165,1,42096.8125,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,0,NEWMONTGOMERY ST / NATOMA ST,-122.399504,37.78663514
8166,1,42096.8125,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,TENDERLOIN,1,100 Block of OFARRELL ST,-122.4072441,37.78656476
8167,1,42096.8125,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,MISSION,0,0 Block of CHATTANOOGA ST,-122.4266401,37.75575028
8168,0,42096.80694,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,CENTRAL,0,1200 Block of COLUMBUS AV,-122.4177687,37.80562245
8169,1,42096.80347,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,SOUTHERN,0,0 Block of HARRIET ST,-122.4068568,37.7787272
8170,1,42096.80208,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,0,500 Block of GOUGH ST,-122.4231933,37.77829895
8171,0,42096.80208,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,0,4TH ST / HARRISON ST,-122.3996176,37.78079066
8172,1,42096.79792,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,SOUTHERN,0,100 Block of MINNA ST,-122.3995662,37.7872561
8173,1,42096.79167,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,0,1000 Block of LAKE ST,-122.4705935,37.78646655
8174,1,42096.79167,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,RICHMOND,0,43RD AV / FULTON ST,-122.5034712,37.77168767
8175,1,42096.79167,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,0,GOUGH ST / GREENWICH ST,-122.4276478,37.79999533
8176,1,42096.79167,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,MISSION,0,16TH ST / MISSION ST,-122.4196718,37.76505012
8177,0,42096.79167,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,MISSION,0,16TH ST / MISSION ST,-122.4196718,37.76505012
8178,0,42096.79167,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,SOUTHERN,0,THE EMBARCADEROSOUTH ST / BRYANT ST,-122.3880074,37.78710272
8179,0,42096.79167,NON-CRIMINAL,LOST PROPERTY,Thursday,TARAVAL,0,40TH AV / VICENTE ST,-122.4979264,37.73833188
8180,1,42096.79167,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,0,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.3884856,37.78957276
8181,1,42096.79167,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,TARAVAL,0,DIAZ AV / GONZALEZ DR,-122.4753883,37.71820025
8182,0,42096.79167,LARCENY/THEFT,GRAND THEFT BICYCLE,Thursday,CENTRAL,0,1600 Block of THE EMBARCADERONORTH ST,-122.4107742,37.80843502
8183,0,42096.79167,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,TARAVAL,0,1700 Block of 40TH AV,-122.4989671,37.75416075
8184,0,42096.79167,BURGLARY,"BURGLARY OF HOTEL ROOM, FORCIBLE ENTRY",Thursday,SOUTHERN,0,0 Block of 6TH ST,-122.4095043,37.78152627
8185,1,42096.79097,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,0,0 Block of BRYANT ST,-122.389269,37.78659061
8186,1,42096.78819,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,0,300 Block of POST ST,-122.4075911,37.78834012
8187,0,42096.78194,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,SOUTHERN,0,700 Block of MISSION ST,-122.40307,37.78526863
8188,1,42096.78125,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,SOUTHERN,0,0 Block of HOWARD ST,-122.3920364,37.79161942
8189,0,42096.78125,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,0,800 Block of BRYANT ST,-122.4034048,37.77542071
8190,1,42096.77431,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,0,400 Block of THE EMBARCADERONORTH ST,-122.3963744,37.79805325
8191,1,42096.77083,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,PARK,0,700 Block of STANYAN ST,-122.4533269,37.76776786
8192,0,42096.77083,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,0,0 Block of BRYANT ST,-122.3883336,37.78704935
8193,1,42096.77083,NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,0,CHESTNUT ST / SANSOME ST,-122.4035321,37.80496889
8194,0,42096.77083,STOLEN PROPERTY,"STOLEN ACCESS CARD, POSSESSION",Thursday,CENTRAL,0,CHESTNUT ST / SANSOME ST,-122.4035321,37.80496889
8195,1,42096.77083,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,SOUTHERN,0,5TH ST / BRANNAN ST,-122.3987586,37.77656877
8196,0,42096.77083,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,SOUTHERN,0,4TH ST / SHIPLEY ST,-122.4006174,37.78158762
8197,0,42096.77083,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,0,800 Block of HOWARD ST,-122.403891,37.78240141
8198,0,42096.77083,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,CENTRAL,0,SACRAMENTO ST / STOCKTON ST,-122.4077298,37.7931773
8199,1,42096.77083,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,0,KING ST / 4TH ST,-122.3941026,37.77638271
8200,1,42096.77083,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,0,0 Block of DRUMM ST,-122.3964219,37.79414474
8201,0,42096.76042,MISSING PERSON,MISSING ADULT,Thursday,NORTHERN,0,0 Block of PAGE ST,-122.4215726,37.77413545
8202,0,42096.75694,WEAPON LAWS,"FLAMMABLE OR EXPLOSIVE DEVICE, POSSESSION",Thursday,SOUTHERN,1,0 Block of SHERMAN ST,-122.4059244,37.77660158
8203,0,42096.75694,ARSON,ARSON,Thursday,SOUTHERN,1,0 Block of SHERMAN ST,-122.4059244,37.77660158
8204,0,42096.75694,WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,1,0 Block of SHERMAN ST,-122.4059244,37.77660158
8205,1,42096.75417,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,BAYVIEW,1,2400 Block of SAN BRUNO AV,-122.4048304,37.73079459
8206,0,42096.75417,WARRANTS,WARRANT ARREST,Thursday,BAYVIEW,1,2400 Block of SAN BRUNO AV,-122.4048304,37.73079459
8207,1,42096.75,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,0,SOUTH VAN NESS AV / 24TH ST,-122.4162686,37.75237351
8208,1,42096.75,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,0,SOUTH VAN NESS AV / 25TH ST,-122.4161097,37.75077189
8209,1,42096.75,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,SOUTHERN,0,3RD ST / HARRISON ST,-122.3973888,37.78255435
8210,0,42096.75,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,RICHMOND,0,16TH AV / CALIFORNIA ST,-122.4753715,37.78431714
8211,1,42096.75,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,SOUTHERN,0,LUSK AL / TOWNSEND ST,-122.3938595,37.77797707
8212,1,42096.75,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,PARK,0,500 Block of FREDERICK ST,-122.4537749,37.76621353
8213,0,42096.75,NON-CRIMINAL,FOUND PROPERTY,Thursday,PARK,0,500 Block of FREDERICK ST,-122.4537749,37.76621353
8214,1,42096.75,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,0,100 Block of HAWTHORNE ST,-122.397071,37.78400302
8215,1,42096.75,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,SOUTHERN,0,400 Block of HOWARD ST,-122.3955525,37.7888397
8216,0,42096.74306,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,0,0 Block of JOHN MAHER ST,-122.400932,37.80093819
8217,1,42096.73958,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,0,5TH ST / HOWARD ST,-122.4049344,37.78149872
8218,1,42096.73889,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Thursday,MISSION,1,500 Block of CASTRO ST,-122.4349948,37.76006971
8219,0,42096.73611,WARRANTS,ENROUTE TO ADULT AUTHORITY,Thursday,PARK,1,FELL ST / SCOTT ST,-122.4359434,37.77427463
8220,1,42096.73333,NON-CRIMINAL,TRAFFIC ACCIDENT,Thursday,CENTRAL,1,700 Block of BATTERY ST,-122.4008907,37.79813472
8221,0,42096.73333,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,CENTRAL,1,700 Block of BATTERY ST,-122.4008907,37.79813472
8222,1,42096.72917,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,0,BAY ST / KEARNY ST,-122.4071493,37.80642673
8223,0,42096.72917,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,0,FRANCISCO ST / OCTAVIA ST,-122.429858,37.80258248
8224,1,42096.72917,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,CENTRAL,0,2100 Block of LEAVENWORTH ST,-122.417763,37.80080316
8225,1,42096.72917,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,RICHMOND,0,CABRILLO ST / 4TH AV,-122.4617326,37.77546623
8226,0,42096.72917,WEAPON LAWS,SUSPICIOUS PACKAGE,Thursday,RICHMOND,0,500 Block of 12TH AV,-122.4705681,37.77785006
8227,0,42096.72917,NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,0,0 Block of BEACH ST,-122.4098712,37.80793963
8228,0,42096.72847,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,NORTHERN,0,0 Block of DANIELBURNHAM CT,-122.4225406,37.78690887
8229,1,42096.72778,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,TARAVAL,1,MERCEDES WY / JUNIPERO SERRA BL,-122.4720553,37.72682391
8230,1,42096.72569,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,CENTRAL,0,GEARY ST / KEARNY ST,-122.4034341,37.78764305
8231,0,42096.725,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,TARAVAL,1,32ND AV / QUINTARA ST,-122.4900089,37.74802808
8232,0,42096.72083,MISSING PERSON,FOUND PERSON,Thursday,SOUTHERN,1,200 Block of FOLSOM ST,-122.3923477,37.78906036
8233,0,42096.72083,WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,1,200 Block of FOLSOM ST,-122.3923477,37.78906036
8234,0,42096.72014,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,0,1100 Block of SOUTH VAN NESS AV,-122.4165576,37.75474851
8235,1,42096.72014,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,BAYVIEW,0,400 Block of DEHARO ST,-122.4016068,37.76418401
8236,1,42096.71875,NON-CRIMINAL,FOUND PROPERTY,Thursday,MISSION,0,100 Block of 14TH ST,-122.4172824,37.76849174
8237,0,42096.71875,WARRANTS,WARRANT ARREST,Thursday,TENDERLOIN,1,0 Block of OFARRELL ST,-122.4058954,37.78673422
8238,0,42096.71875,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,TENDERLOIN,1,0 Block of OFARRELL ST,-122.4058954,37.78673422
8239,1,42096.71875,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Thursday,TENDERLOIN,1,0 Block of OFARRELL ST,-122.4058954,37.78673422
8240,1,42096.71181,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,BAYVIEW,0,3RD ST / PALOU AV,-122.3909717,37.73401522
8241,0,42096.71181,ASSAULT,"FIREARM, DISCHARGING AT OCCUPIED BLDG, VEHICLE, OR AIRCRAFT",Thursday,NORTHERN,0,100 Block of CHURCH ST,-122.4291599,37.76906124
8242,1,42096.71111,ASSAULT,BATTERY,Thursday,MISSION,0,500 Block of CASTRO ST,-122.4349948,37.76006971
8243,1,42096.71111,ASSAULT,THREATS AGAINST LIFE,Thursday,MISSION,0,500 Block of CASTRO ST,-122.4349948,37.76006971
8244,1,42096.71111,OTHER OFFENSES,CRUELTY TO ANIMALS,Thursday,MISSION,0,500 Block of CASTRO ST,-122.4349948,37.76006971
8245,0,42096.70833,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,NORTHERN,0,GEARY BL / LAGUNA ST,-122.4279912,37.78495312
8246,0,42096.70833,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,RICHMOND,0,1500 Block of ANZA ST,-122.4646841,37.77901135
8247,1,42096.70833,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,NORTHERN,0,9TH ST / MARKET ST,-122.4162938,37.77749368
8248,1,42096.70833,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,NORTHERN,0,9TH ST / MARKET ST,-122.4162938,37.77749368
8249,0,42096.70833,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TARAVAL,0,1900 Block of 41ST AV,-122.4999173,37.75038221
8250,1,42096.70833,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,0,0 Block of ADMIRAL AV,-122.4308238,37.73047498
8251,1,42096.70833,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,SOUTHERN,0,1800 Block of MARKET ST,-122.4243369,37.77129238
8252,0,42096.70139,MISSING PERSON,MISSING JUVENILE,Thursday,MISSION,0,900 Block of POTRERO AV,-122.4066049,37.75715804
8253,0,42096.70139,MISSING PERSON,MISSING JUVENILE,Thursday,MISSION,0,900 Block of POTRERO AV,-122.4066049,37.75715804
8254,1,42096.69931,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,CENTRAL,1,300 Block of POST ST,-122.4076129,37.7884486
